"name","mean","sd","min"
"op_duration",134.586214720477,111.27983416308,15
"or_duration",187.295770896428,133.495318277246,20
"an_duration",171.866744270931,121.164934213921,-35
"cpb_duration",4.91940336789354,32.7937950217052,0
